-2752814.4176568636,-4878272.398257903,-3343108.902188353
-42.87421790043575,-88.70576745956453,-29.75776024040392
-42.85469568980101,-88.7614600403272,-29.757760882852143
-42.844934685249314,-88.79858839263672,-29.757761334471905
-42.82541227229741,-88.83571684869295,-29.75776171993532
-42.81565146864696,-88.89140932364911,-29.757762429809915
-42.79612905506498,-88.92853778142833,-29.757762817493354
-42.78636804969126,-88.96566613319384,-29.757763269448546
-42.776607245437866,-89.02135860756613,-29.75776398077727
-42.63995053514546,-89.29982192946721,-29.757766958210663
-42.630189527506666,-89.33695028142455,-29.757767413329947
-42.62042851925589,-89.37407863128593,-29.757767866459183
-42.610667711915404,-89.4297711057948,-29.75776858208019
-42.60090670304359,-89.46689945693608,-29.757769037702634
-42.59114569460993,-89.5040278070201,-29.757769493976976
-42.58138468572002,-89.54115615904755,-29.757769949053024
-42.57162367644624,-89.57828450947373,-29.757770405116386
-42.57162427774312,-89.6339768778435,-29.757771186180584
-42.56186326866128,-89.67110522955909,-29.757771642543034
-42.308072242579925,-90.13521244436822,-29.657776496710063
-42.2885500169479,-90.19090502084623,-29.657777154929605
-42.26902779064056,-90.2465976007739,-29.65777781321041
-42.24950556354739,-90.30229017789637,-29.657778472126708
-42.22998313736179,-90.33941863363502,-29.657778867633056
-42.20069949707398,-90.39511131665438,-29.657779463443767
-42.18117726831868,-90.45080389406377,-29.657780123277284
-42.161655039134274,-90.50649647355368,-29.65778078511036
-42.14213280956601,-90.56218904997593,-29.65778144555253
-42.11284916616396,-90.61788173348357,-29.65778204325042
-42.19093941204047,-90.58075123305859,-29.757782031468103
-42.19093961067665,-90.59931535736342,-29.757782295265265
-42.200701221703554,-90.61787937434116,-29.75778262304987
-42.200701619021146,-90.65500761926901,-29.757783149631962
-42.21046323066004,-90.67357163834268,-29.75778347940662
-42.220224842280835,-90.6921356568362,-29.757783806256626
-42.22998665281117,-90.72926379644734,-29.75778439886895
-42.22998685187645,-90.7478279206268,-29.75778466383754
-42.23974846372537,-90.76639193814857,-29.757784991286698
-42.25927168763324,-90.80351997457296,-29.757785648615993
-42.161658151794356,-90.85921338546603,-29.757785796728825
-42.161658151794356,-90.85921338546603,-29.757785796728825
-42.161658350421476,-90.87777751021396,-29.757786060252783
-42.16165854911195,-90.89634163186025,-29.757786325689153
-42.16165874755619,-90.91490575585323,-29.75778659077273
-42.16165894620141,-90.93346987922618,-29.757786854050337
-42.16165914468185,-90.9520340014468,-29.757787120226716
-42.16165914468185,-90.9520340014468,-29.757787120226716
-42.16165934315324,-90.97059812264413,-29.757787383751655
-42.161659541807516,-90.98916224655159,-29.757787648887962
-41.93714795338722,-91.13767619601873,-29.85778829123847
-41.91762512579204,-91.13767640371199,-29.857788163179073
-41.888341082048655,-91.15624083688279,-29.857788236535832
-41.85905703767518,-91.1748052698214,-29.857788308941615
-41.82977279567042,-91.17480558073174,-29.85778811724068
-41.810250164920696,-91.19336990862567,-29.857788255508986
-41.780965923125976,-91.19337021945046,-29.857788063860795
-41.74192026735078,-91.19337063287816,-29.857787808949766
-41.71263537321812,-91.1933695135634,-29.957787617732194
-41.68335113206253,-91.19336982368849,-29.95778742651543
-41.72239757294734,-91.26762590131517,-29.957788742604556
-41.7126361591588,-91.26762600471871,-29.957788678848054
-41.70287474516023,-91.26762610820779,-29.957788615038815
-41.69311352713986,-91.28619033356895,-29.95778881652671
-41.68335230975862,-91.30475455823043,-29.957789018446036
-41.673590895559066,-91.30475466136195,-29.957788954857257
-41.66382967775777,-91.3233188866833,-29.95778915746383
-41.654068263558216,-91.32331898981482,-29.95778909387505
-41.64430704574787,-91.34188321557923,-29.95778929620844
-41.6345456313383,-91.3418833187963,-29.95778923256691
-41.214802564177006,-91.24906425820541,-30.157785185131168
-41.16599530187598,-91.23050064696177,-30.15778460389688
-41.12694945400263,-91.21193693308129,-30.157784089228734
-41.08790360656742,-91.19337321618836,-30.157783572041502
-41.04885756622302,-91.15624538257207,-30.15778279185316
-41.00981152658109,-91.11911754271048,-30.157782010044905
-40.98052709389409,-91.10055372788361,-30.157781556524107
-40.951242467986404,-91.06342578923218,-30.157780840004143
-40.92195784353082,-91.0262978503794,-30.157780122514218
-40.90243443937878,-90.97060568704256,-30.157779204089678
-40.580311703212054,-91.4718374334534,-30.35778431564888
-40.531505015537604,-91.50896617654853,-30.357784537259498
-40.472936722570346,-91.52753089725476,-30.35778443442193
-40.42413003321567,-91.56465964250056,-30.35778465798885
-40.37532334285609,-91.601788384981,-30.357784881072597
-40.326516462371956,-91.62035300501239,-30.357784840309073
-40.27770977039549,-91.65748174507549,-30.357785064883295
-40.228903267136715,-91.71317460703997,-30.357785558018982
-40.1898579878534,-91.75030324780906,-30.357785847098235
-40.14105129342898,-91.78743198584267,-30.357786074017916
-40.17034171888388,-92.45573859435348,-30.457795903633787
-40.17034285363604,-92.5671233181744,-30.457797519680724
-40.18986682182084,-92.67850784373923,-30.457799256874175
-40.209390791128165,-92.78989236777556,-30.45780100048068
-40.238675989516906,-92.88271267361239,-30.457802533807055
-40.277722606689615,-92.97553287718581,-30.457804132375202
-40.326530833391885,-93.08691710259777,-30.457806062295624
-40.385099468206434,-93.16117152507059,-30.55780751646042
-40.45343034493771,-93.25399142655135,-30.55780930457506
-40.521761033764264,-93.3282472061403,-30.557810821934105
-40.30701287144857,-93.62527533383528,-30.557813816938186
-40.35582091598023,-93.71809543585456,-30.557815485781404
-40.404629153073415,-93.82947965806665,-30.55781743080427
-40.46319843135234,-93.90373553876668,-30.55781889347916
-40.531529322593656,-93.99655543785832,-30.557820692914007
-40.59986021736927,-94.08937533775695,-30.557822492945398
-40.67795234404712,-94.16363101391315,-30.557824086114323
-40.756044473035296,-94.23788668863963,-30.55782567907064
-40.834136605603,-94.3121423614689,-30.55782727319675
-40.92198996879469,-94.36783381195514,-30.55782865959754
-40.160605069295656,-94.70200174299659,-30.15782878127515
-40.18988971425257,-94.73912968625275,-30.157829515744282
-40.219174549241636,-94.79482175263763,-30.157830527865237
-40.248459195230595,-94.83194969732988,-30.15783126363715
-40.277743842068716,-94.86907764074809,-30.157831999100488
-40.30702848953692,-94.90620558488729,-30.157832736307533
-40.33631313739804,-94.94333352920707,-30.157833471214992
-40.37535857672898,-94.98045988321459,-30.257834272488537
-40.40464322547545,-95.01758782595437,-30.257835010558445
-40.443689297737016,-95.05471566835979,-30.257835810492438
-39.93609298429541,-94.70200550773171,-30.05782737529868
-39.90680852962592,-94.6834416828593,-30.05782691593638
-39.877524075202636,-94.66487785661778,-30.057826458512388
-39.83847819853348,-94.6463141297543,-30.05782593981393
-39.79943269756325,-94.6648786457963,-30.057825971921112
-39.76038700824111,-94.6648790394917,-30.057825729176614
-39.73110292906956,-94.68344345765603,-30.05782582163316
-39.711580458239794,-94.72057189707132,-30.057826251274875
-39.692057987410024,-94.75770033795301,-30.057826683294834
-39.692058361446826,-94.79482858016783,-30.057827233432178
-39.63349380486708,-95.12898485169465,-29.957831840952238
-39.64325560217276,-95.16611299836578,-29.95783245656463
-39.6627788229483,-95.20324104545165,-29.95783313029687
-39.69206346782378,-95.24036899562839,-29.957833867063655
-39.731109350073226,-95.25893272559085,-29.95783438603958
-39.770155232742724,-95.27749645538225,-29.95783490512099
-39.809200927909465,-95.2774960610642,-29.957835148249416
-39.84824643577443,-95.25893154299422,-29.957835115204396
-39.88729194384942,-95.2403670248387,-29.957835082212114
-39.91657602693007,-95.22180260854819,-29.957834987506097
-39.633498097366754,-95.55595966151168,-29.957838221997157
-39.66278255827377,-95.5745234869196,-29.95783868102925
-39.69206720583438,-95.6116514386886,-29.957839417908417
-39.72135166695142,-95.63021526498858,-29.957839878578746
-39.76039693126367,-95.64877749258181,-30.057840398755673
-39.79944281772273,-95.66734122136802,-30.057840920645113
-39.838488516222775,-95.66734082701063,-30.057841163797782
-39.877534402900906,-95.6859045552682,-30.057841686013163
-39.91658010183006,-95.68590416029664,-30.05784192954451
-39.95562580097829,-95.68590376479645,-30.05784217340181
-39.56517750077917,-96.42847559448563,-29.85785092286435
-39.57493948673728,-96.48416786338606,-29.85785182324787
-39.574940232252445,-96.55842435223995,-29.85785294705365
